subscription_id,user_id,plan_type,monthly_fee,start_date
115,23632,Premium,9.99,2026-01-14 14:53:28.723446
116,26118,Premium,9.99,2025-11-07 14:53:28.723447
117,8911,Premium,9.99,2026-01-26 14:53:28.723448
118,11898,Premium,9.99,2025-11-09 14:53:28.723450
119,18883,Premium,9.99,2026-02-16 14:53:28.723451
120,29245,Premium,9.99,2026-02-26 14:53:28.723452
121,5524,Premium,9.99,2026-01-02 14:53:28.723454
122,35939,Premium,9.99,2025-10-31 14:53:28.723455
123,23525,Premium,9.99,2025-12-19 14:53:28.723456
124,36888,Premium,9.99,2025-12-14 14:53:28.723457
125,32783,Premium,9.99,2025-10-15 14:53:28.723458
126,362,Premium,9.99,2026-02-25 14:53:28.723459
127,31663,Premium,9.99,2025-12-31 14:53:28.723460
128,30644,Premium,9.99,2026-02-18 14:53:28.723462
129,22389,Premium,9.99,2025-11-08 14:53:28.723463
130,22357,Premium,9.99,2025-09-22 14:53:28.723464
131,5159,Premium,9.99,2025-12-29 14:53:28.723465
132,21597,Premium,9.99,2025-10-22 14:53:28.723466
133,13416,Premium,9.99,2025-10-22 14:53:28.723467
134,4893,Premium,9.99,2025-10-16 14:53:28.723469
135,33947,Premium,9.99,2025-09-04 14:53:28.723469
136,45853,Premium,9.99,2026-02-25 14:53:28.723471
137,49230,Premium,9.99,2025-12-17 14:53:28.723472
138,20070,Premium,9.99,2025-09-23 14:53:28.723473
139,18198,Premium,9.99,2025-10-22 14:53:28.723474
140,21415,Premium,9.99,2025-10-23 14:53:28.723475
141,6756,Premium,9.99,2026-02-03 14:53:28.723476
142,43306,Premium,9.99,2025-11-05 14:53:28.723477
143,38198,Premium,9.99,2025-11-22 14:53:28.723479
144,43650,Premium,9.99,2026-01-06 14:53:28.723480
145,668,Premium,9.99,2025-10-06 14:53:28.723481
146,31171,Premium,9.99,2025-11-08 14:53:28.723482
147,46456,Premium,9.99,2025-09-11 14:53:28.723483
148,22301,Premium,9.99,2026-01-12 14:53:28.723485
149,38260,Premium,9.99,2025-12-06 14:53:28.723485
150,13908,Premium,9.99,2026-02-27 14:53:28.723487
151,25635,Premium,9.99,2026-02-02 14:53:28.723489
152,31896,Premium,9.99,2026-01-14 14:53:28.723490
153,39988,Premium,9.99,2026-02-14 14:53:28.723490
154,10229,Premium,9.99,2026-01-14 14:53:28.723492
155,37223,Premium,9.99,2025-10-17 14:53:28.723494
156,29984,Premium,9.99,2026-02-15 14:53:28.723495
157,48847,Premium,9.99,2025-10-30 14:53:28.723496
158,45539,Premium,9.99,2025-09-21 14:53:28.723497
159,31700,Premium,9.99,2025-12-16 14:53:28.723498
160,26798,Premium,9.99,2025-12-04 14:53:28.723499
161,33151,Premium,9.99,2026-01-04 14:53:28.723500
162,46910,Premium,9.99,2026-01-25 14:53:28.723502
163,20798,Premium,9.99,2026-02-14 14:53:28.723503
164,21457,Premium,9.99,2025-10-01 14:53:28.723504
165,49193,Premium,9.99,2026-02-16 14:53:28.723505
166,23207,Premium,9.99,2025-09-28 14:53:28.723506
167,40261,Premium,9.99,2026-01-19 14:53:28.723507
168,25095,Premium,9.99,2025-09-06 14:53:28.723509
169,43157,Premium,9.99,2025-12-08 14:53:28.723510
170,7148,Premium,9.99,2025-09-19 14:53:28.723511
171,3689,Premium,9.99,2025-12-18 14:53:28.723512
172,8786,Premium,9.99,2026-02-13 14:53:28.723513
173,15637,Premium,9.99,2025-12-01 14:53:28.723514
174,47972,Premium,9.99,2026-01-19 14:53:28.723516
175,43375,Premium,9.99,2025-11-18 14:53:28.723517
176,34844,Premium,9.99,2026-01-02 14:53:28.723518
177,12493,Premium,9.99,2025-11-17 14:53:28.723519
178,7725,Premium,9.99,2025-10-13 14:53:28.723521
179,24216,Premium,9.99,2025-09-18 14:53:28.723521
180,35106,Premium,9.99,2025-10-08 14:53:28.723523
181,8170,Premium,9.99,2025-10-06 14:53:28.723524
182,24961,Premium,9.99,2026-01-27 14:53:28.723525
183,14116,Premium,9.99,2025-09-14 14:53:28.723526
184,29362,Premium,9.99,2025-11-15 14:53:28.723527
185,30977,Premium,9.99,2025-12-24 14:53:28.723528
186,34559,Premium,9.99,2026-01-14 14:53:28.723529
187,15147,Premium,9.99,2025-12-13 14:53:28.723531
188,41620,Premium,9.99,2026-02-21 14:53:28.723531
189,6986,Premium,9.99,2025-09-19 14:53:28.723532
190,16900,Premium,9.99,2026-01-23 14:53:28.723534
191,18429,Premium,9.99,2025-12-11 14:53:28.723535
192,12860,Premium,9.99,2025-09-09 14:53:28.723536
193,16276,Premium,9.99,2026-01-14 14:53:28.723537
194,32667,Premium,9.99,2025-09-23 14:53:28.723538
195,12003,Premium,9.99,2025-11-18 14:53:28.723539
196,16980,Premium,9.99,2025-11-13 14:53:28.723540
197,18028,Premium,9.99,2025-10-30 14:53:28.723541
198,917,Premium,9.99,2025-09-24 14:53:28.723542
199,29204,Premium,9.99,2025-12-27 14:53:28.723544
200,24717,Premium,9.99,2025-10-10 14:53:28.723545
201,8344,Premium,9.99,2026-02-08 14:53:28.723546
202,1566,Premium,9.99,2026-01-02 14:53:28.723548
203,12717,Premium,9.99,2025-11-08 14:53:28.723549
204,25680,Premium,9.99,2025-09-07 14:53:28.723550
205,30000,Premium,9.99,2025-11-23 14:53:28.723551
206,46256,Premium,9.99,2025-10-16 14:53:28.723552
207,35997,Premium,9.99,2026-01-03 14:53:28.723554
208,9495,Premium,9.99,2025-12-07 14:53:28.723560
209,35597,Premium,9.99,2026-01-09 14:53:28.723562
210,32494,Premium,9.99,2025-11-22 14:53:28.723564
211,23722,Premium,9.99,2026-01-10 14:53:28.723566
212,10846,Premium,9.99,2025-10-29 14:53:28.723568
213,46021,Premium,9.99,2026-02-01 14:53:28.723570
214,7976,Premium,9.99,2025-11-14 14:53:28.723572
215,4058,Premium,9.99,2025-10-19 14:53:28.723573
216,14821,Premium,9.99,2025-09-20 14:53:28.723576
217,30081,Premium,9.99,2025-09-20 14:53:28.723577
218,35726,Premium,9.99,2026-02-26 14:53:28.723579
219,36685,Premium,9.99,2026-02-06 14:53:28.723581
220,1139,Premium,9.99,2026-01-25 14:53:28.723595
221,46587,Premium,9.99,2025-12-02 14:53:28.723597
222,40944,Premium,9.99,2025-10-21 14:53:28.723598
223,6104,Premium,9.99,2026-01-07 14:53:28.723599
224,23542,Premium,9.99,2026-01-20 14:53:28.723600
225,372,Premium,9.99,2025-09-01 14:53:28.723602
226,29741,Premium,9.99,2026-01-16 14:53:28.723603
227,45296,Premium,9.99,2025-11-18 14:53:28.723604
228,16356,Premium,9.99,2025-10-26 14:53:28.723605
229,17873,Premium,9.99,2025-08-31 14:53:28.723606
230,11209,Premium,9.99,2026-02-05 14:53:28.723607
231,38886,Premium,9.99,2025-12-15 14:53:28.723608
232,34940,Premium,9.99,2025-09-16 14:53:28.723609
233,18137,Premium,9.99,2026-02-05 14:53:28.723611
234,25341,Premium,9.99,2025-12-07 14:53:28.723613
235,6371,Premium,9.99,2025-09-22 14:53:28.723614
236,30234,Premium,9.99,2025-10-23 14:53:28.723615
237,22021,Premium,9.99,2026-02-03 14:53:28.723616
238,44630,Premium,9.99,2025-11-05 14:53:28.723617
239,21744,Premium,9.99,2025-08-31 14:53:28.723619
240,36580,Premium,9.99,2025-11-21 14:53:28.723620
241,31343,Premium,9.99,2026-01-12 14:53:28.723621
242,36257,Premium,9.99,2025-12-01 14:53:28.723622
243,1090,Premium,9.99,2025-09-09 14:53:28.723624
244,40470,Premium,9.99,2025-12-21 14:53:28.723624
245,46490,Premium,9.99,2025-10-18 14:53:28.723625
246,6764,Premium,9.99,2025-12-22 14:53:28.723627
247,32215,Premium,9.99,2026-01-20 14:53:28.723628
248,49799,Premium,9.99,2025-12-28 14:53:28.723629
249,31737,Premium,9.99,2025-12-31 14:53:28.723630
250,7760,Premium,9.99,2025-11-02 14:53:28.723631
251,7120,Premium,9.99,2026-02-07 14:53:28.723632
252,38067,Premium,9.99,2026-02-04 14:53:28.723633
253,37684,Premium,9.99,2025-12-20 14:53:28.723634
254,17130,Premium,9.99,2026-02-27 14:53:28.723635
255,44403,Premium,9.99,2025-10-12 14:53:28.723636
256,38827,Premium,9.99,2025-12-24 14:53:28.723638
257,4449,Premium,9.99,2026-02-01 14:53:28.723639
258,14207,Premium,9.99,2026-01-26 14:53:28.723640
259,26301,Premium,9.99,2025-10-02 14:53:28.723642
260,397,Premium,9.99,2025-10-07 14:53:28.723643
261,40537,Premium,9.99,2025-09-26 14:53:28.723644
262,13633,Premium,9.99,2025-12-30 14:53:28.723645
263,48120,Premium,9.99,2025-10-11 14:53:28.723646
264,20664,Premium,9.99,2025-12-16 14:53:28.723647
265,20212,Premium,9.99,2026-01-20 14:53:28.723648
266,9414,Premium,9.99,2025-12-24 14:53:28.723649
267,14616,Premium,9.99,2026-02-15 14:53:28.723650
268,47769,Premium,9.99,2025-12-28 14:53:28.723651
269,13836,Premium,9.99,2026-01-21 14:53:28.723653
270,35089,Premium,9.99,2025-12-27 14:53:28.723654
271,32249,Premium,9.99,2026-01-15 14:53:28.723655
272,37006,Premium,9.99,2025-12-19 14:53:28.723656
273,41386,Premium,9.99,2025-11-22 14:53:28.723657
274,1859,Premium,9.99,2026-01-22 14:53:28.723658
275,8114,Premium,9.99,2025-09-01 14:53:28.723659
276,466,Premium,9.99,2025-12-17 14:53:28.723660
277,17554,Premium,9.99,2026-02-27 14:53:28.723661
278,6122,Premium,9.99,2025-12-27 14:53:28.723663
279,10752,Premium,9.99,2025-12-29 14:53:28.723664
280,48328,Premium,9.99,2026-01-13 14:53:28.723665
281,23634,Premium,9.99,2025-09-18 14:53:28.723666
282,6370,Premium,9.99,2025-10-18 14:53:28.723667
283,14594,Premium,9.99,2025-10-11 14:53:28.723668
284,16060,Premium,9.99,2025-11-29 14:53:28.723669
285,15107,Premium,9.99,2026-01-06 14:53:28.723670
286,38059,Premium,9.99,2025-12-25 14:53:28.723672
287,20468,Premium,9.99,2025-10-11 14:53:28.723673
288,13042,Premium,9.99,2025-09-15 14:53:28.723674
289,27924,Premium,9.99,2025-09-14 14:53:28.723675
290,17512,Premium,9.99,2025-10-23 14:53:28.723676
291,27425,Premium,9.99,2026-02-16 14:53:28.723677
292,22867,Premium,9.99,2025-11-28 14:53:28.723678
293,34970,Premium,9.99,2025-10-07 14:53:28.723679
294,1354,Premium,9.99,2025-09-08 14:53:28.723680
295,24179,Premium,9.99,2025-12-09 14:53:28.723681
296,14997,Premium,9.99,2026-01-03 14:53:28.723683
297,29887,Premium,9.99,2025-11-26 14:53:28.723684
298,14005,Premium,9.99,2026-02-12 14:53:28.723685
299,47942,Premium,9.99,2026-01-09 14:53:28.723686
300,23973,Premium,9.99,2025-09-16 14:53:28.723687
301,33539,Premium,9.99,2025-11-20 14:53:28.723688
302,1697,Premium,9.99,2026-02-25 14:53:28.723689
303,38444,Premium,9.99,2025-10-21 14:53:28.723690
304,44828,Premium,9.99,2026-01-23 14:53:28.723691
305,39291,Premium,9.99,2025-12-21 14:53:28.723692
306,38620,Premium,9.99,2025-11-23 14:53:28.723694
307,19690,Premium,9.99,2025-10-27 14:53:28.723695
308,6548,Premium,9.99,2026-02-04 14:53:28.723696
309,12319,Premium,9.99,2026-02-05 14:53:28.723697
310,42544,Premium,9.99,2026-01-09 14:53:28.723699
311,7448,Premium,9.99,2026-01-02 14:53:28.723700
312,40075,Premium,9.99,2025-11-07 14:53:28.723701
313,10565,Premium,9.99,2025-09-28 14:53:28.723702
314,26637,Premium,9.99,2025-11-30 14:53:28.723703
315,980,Premium,9.99,2025-11-15 14:53:28.723704
316,14911,Premium,9.99,2025-09-20 14:53:28.723705
317,38411,Premium,9.99,2025-12-13 14:53:28.723706
318,21544,Premium,9.99,2025-12-29 14:53:28.723707
319,46824,Premium,9.99,2025-12-05 14:53:28.723708
320,46349,Premium,9.99,2025-12-30 14:53:28.723716
321,35800,Premium,9.99,2025-09-03 14:53:28.723717
322,32840,Premium,9.99,2025-11-15 14:53:28.723718
323,11279,Premium,9.99,2025-10-21 14:53:28.723719
324,5658,Premium,9.99,2026-02-19 14:53:28.723720
325,4548,Premium,9.99,2025-12-04 14:53:28.723721
326,30758,Premium,9.99,2025-11-15 14:53:28.723722
327,14253,Premium,9.99,2025-10-05 14:53:28.723723
328,17290,Premium,9.99,2025-10-09 14:53:28.723725
329,1577,Premium,9.99,2025-10-01 14:53:28.723726
330,47771,Premium,9.99,2026-01-09 14:53:28.723727
331,21119,Premium,9.99,2026-01-26 14:53:28.723728
332,18622,Premium,9.99,2026-01-02 14:53:28.723729
333,33838,Premium,9.99,2025-10-05 14:53:28.723730
334,19566,Premium,9.99,2025-11-14 14:53:28.723731
335,28967,Premium,9.99,2025-09-25 14:53:28.723732
336,26602,Premium,9.99,2026-01-27 14:53:28.723733
337,44398,Premium,9.99,2025-12-09 14:53:28.723735
338,32560,Premium,9.99,2025-09-08 14:53:28.723736
339,45123,Premium,9.99,2026-01-21 14:53:28.723737
340,19123,Premium,9.99,2025-09-10 14:53:28.723738
341,46442,Premium,9.99,2026-01-14 14:53:28.723740
342,18626,Premium,9.99,2025-12-22 14:53:28.723741
343,38789,Premium,9.99,2026-02-14 14:53:28.723742
344,46353,Premium,9.99,2026-01-01 14:53:28.723743
345,40000,Premium,9.99,2025-12-07 14:53:28.723744
346,19709,Premium,9.99,2025-09-19 14:53:28.723746
347,42753,Premium,9.99,2026-02-05 14:53:28.723747
348,42442,Premium,9.99,2025-10-24 14:53:28.723748
349,47199,Premium,9.99,2025-10-26 14:53:28.723749
350,6431,Premium,9.99,2025-10-18 14:53:28.723750
351,8364,Premium,9.99,2026-02-03 14:53:28.723751
352,15111,Premium,9.99,2026-02-12 14:53:28.723752
353,26507,Premium,9.99,2025-09-11 14:53:28.723753
354,45626,Premium,9.99,2026-01-28 14:53:28.723756
355,38951,Premium,9.99,2026-02-24 14:53:28.723757
356,11907,Premium,9.99,2026-02-10 14:53:28.723758
357,12122,Premium,9.99,2025-10-08 14:53:28.723759
358,41936,Premium,9.99,2025-09-07 14:53:28.723760
359,44091,Premium,9.99,2026-01-28 14:53:28.723761
360,18228,Premium,9.99,2026-02-21 14:53:28.723763
361,29361,Premium,9.99,2025-11-19 14:53:28.723763
362,49672,Premium,9.99,2025-09-24 14:53:28.723765
363,40089,Premium,9.99,2026-01-22 14:53:28.723766
364,19009,Premium,9.99,2025-12-05 14:53:28.723767
365,34952,Premium,9.99,2025-09-17 14:53:28.723772
366,36271,Premium,9.99,2025-12-26 14:53:28.723774
367,16659,Premium,9.99,2025-10-21 14:53:28.723777
368,8634,Premium,9.99,2025-10-28 14:53:28.723778
369,33169,Premium,9.99,2025-10-26 14:53:28.723780
370,43011,Premium,9.99,2025-10-26 14:53:28.723782
371,27800,Premium,9.99,2025-12-11 14:53:28.723784
372,2553,Premium,9.99,2025-09-11 14:53:28.723786
373,33266,Premium,9.99,2025-10-27 14:53:28.723788
374,37573,Premium,9.99,2026-01-18 14:53:28.723793
375,7115,Premium,9.99,2025-10-20 14:53:28.723795
376,19157,Premium,9.99,2025-12-27 14:53:28.723797
377,836,Premium,9.99,2026-01-28 14:53:28.723798
378,41874,Premium,9.99,2026-02-04 14:53:28.723799
379,28089,Premium,9.99,2025-11-30 14:53:28.723800
380,12750,Premium,9.99,2025-10-31 14:53:28.723801
381,15489,Premium,9.99,2025-11-25 14:53:28.723803
382,196,Premium,9.99,2025-09-08 14:53:28.723804
383,1104,Premium,9.99,2026-02-22 14:53:28.723805
384,9793,Premium,9.99,2025-12-28 14:53:28.723806
385,44358,Premium,9.99,2025-12-21 14:53:28.723807
386,37480,Premium,9.99,2025-09-08 14:53:28.723808
387,15355,Premium,9.99,2025-10-09 14:53:28.723809
388,37383,Premium,9.99,2025-12-08 14:53:28.723810
389,41451,Premium,9.99,2025-10-06 14:53:28.723811
390,10071,Premium,9.99,2025-09-01 14:53:28.723813
391,29990,Premium,9.99,2025-12-15 14:53:28.723814
392,39035,Premium,9.99,2026-01-30 14:53:28.723815
393,5727,Premium,9.99,2025-12-18 14:53:28.723816
394,48890,Premium,9.99,2025-09-25 14:53:28.723817
395,13692,Premium,9.99,2025-09-14 14:53:28.723818
396,23033,Premium,9.99,2025-11-12 14:53:28.723819
397,32342,Premium,9.99,2025-12-31 14:53:28.723820
398,30504,Premium,9.99,2025-09-03 14:53:28.723822
399,40317,Premium,9.99,2025-10-23 14:53:28.723823
400,972,Premium,9.99,2025-10-21 14:53:28.723825
401,49211,Premium,9.99,2025-12-31 14:53:28.723826
402,49826,Premium,9.99,2025-09-01 14:53:28.723828
403,15896,Premium,9.99,2025-09-12 14:53:28.723829
404,31006,Premium,9.99,2026-01-22 14:53:28.723830
405,2884,Premium,9.99,2025-12-05 14:53:28.723833
406,35871,Premium,9.99,2025-11-06 14:53:28.723835
407,27565,Premium,9.99,2025-09-29 14:53:28.723836
408,47955,Premium,9.99,2026-02-05 14:53:28.723837
409,38267,Premium,9.99,2025-10-27 14:53:28.723838
410,42216,Premium,9.99,2025-09-14 14:53:28.723839
411,34758,Premium,9.99,2025-11-11 14:53:28.723841
412,41701,Premium,9.99,2025-10-04 14:53:28.723842
413,18929,Premium,9.99,2025-10-11 14:53:28.723843
414,25212,Premium,9.99,2026-01-16 14:53:28.723844
415,5754,Premium,9.99,2025-10-22 14:53:28.723846
416,13966,Premium,9.99,2025-09-13 14:53:28.723847
417,44450,Premium,9.99,2026-02-06 14:53:28.723848
418,21824,Premium,9.99,2025-10-20 14:53:28.723849
419,17207,Premium,9.99,2026-01-09 14:53:28.723850
420,43663,Premium,9.99,2025-12-27 14:53:28.723851
421,1842,Premium,9.99,2025-12-29 14:53:28.723852
422,9110,Premium,9.99,2025-11-13 14:53:28.723853
423,38279,Premium,9.99,2025-10-06 14:53:28.723854
424,43410,Premium,9.99,2025-10-31 14:53:28.723855
425,11183,Premium,9.99,2025-11-06 14:53:28.723857
426,40844,Premium,9.99,2025-12-18 14:53:28.723858
427,46622,Premium,9.99,2026-02-13 14:53:28.723859
428,702,Premium,9.99,2025-12-26 14:53:28.723860
429,11316,Premium,9.99,2026-02-01 14:53:28.723861
430,24754,Premium,9.99,2026-02-18 14:53:28.723862
431,8659,Premium,9.99,2026-01-11 14:53:28.723863
432,22816,Premium,9.99,2025-10-11 14:53:28.723864
433,7802,Premium,9.99,2025-09-29 14:53:28.723865
434,38551,Premium,9.99,2026-01-20 14:53:28.723866
435,4895,Premium,9.99,2026-01-21 14:53:28.723867
436,23278,Premium,9.99,2026-01-09 14:53:28.723868
437,13643,Premium,9.99,2026-01-22 14:53:28.723870
438,38963,Premium,9.99,2025-10-21 14:53:28.723871
439,32479,Premium,9.99,2025-10-15 14:53:28.723872
440,37654,Premium,9.99,2025-10-03 14:53:28.723873
441,34078,Premium,9.99,2025-10-11 14:53:28.723874
442,22535,Premium,9.99,2025-11-30 14:53:28.723875
443,11085,Premium,9.99,2025-11-24 14:53:28.723876
444,32006,Premium,9.99,2025-10-06 14:53:28.723877
445,26514,Premium,9.99,2025-09-29 14:53:28.723878
446,22713,Premium,9.99,2026-01-16 14:53:28.723879
447,24,Premium,9.99,2025-11-14 14:53:28.723881
448,37707,Premium,9.99,2026-02-27 14:53:28.723882
449,4113,Premium,9.99,2026-02-08 14:53:28.723883
450,43866,Premium,9.99,2025-11-15 14:53:28.723884
451,32801,Premium,9.99,2026-02-21 14:53:28.723885
452,36404,Premium,9.99,2026-02-27 14:53:28.723886
453,10479,Premium,9.99,2025-11-21 14:53:28.723887
454,29265,Premium,9.99,2026-01-04 14:53:28.723888
455,11194,Premium,9.99,2026-02-18 14:53:28.723889
456,32718,Premium,9.99,2026-01-30 14:53:28.723891
457,24476,Premium,9.99,2025-12-20 14:53:28.723891
458,49330,Premium,9.99,2026-02-25 14:53:28.723895
459,37807,Premium,9.99,2025-09-16 14:53:28.723896
460,48372,Premium,9.99,2025-09-25 14:53:28.723897
461,7785,Premium,9.99,2026-01-29 14:53:28.723898
462,23358,Premium,9.99,2025-10-21 14:53:28.723899
463,48002,Premium,9.99,2025-09-06 14:53:28.723900
464,48557,Premium,9.99,2025-10-30 14:53:28.723901
465,47176,Premium,9.99,2026-01-07 14:53:28.723902
466,9176,Premium,9.99,2025-12-18 14:53:28.723903
467,40701,Premium,9.99,2025-12-07 14:53:28.723905
468,18501,Premium,9.99,2025-10-29 14:53:28.723906
469,13803,Premium,9.99,2025-09-17 14:53:28.723907
470,3493,Premium,9.99,2025-09-26 14:53:28.723908
471,30522,Premium,9.99,2025-09-16 14:53:28.723909
472,22111,Premium,9.99,2025-12-25 14:53:28.723910
473,29709,Premium,9.99,2025-12-20 14:53:28.723911
474,21193,Premium,9.99,2025-10-08 14:53:28.723912
475,39810,Premium,9.99,2025-09-04 14:53:28.723913
476,10156,Premium,9.99,2026-01-29 14:53:28.723914
477,35632,Premium,9.99,2026-02-19 14:53:28.723915
478,12840,Premium,9.99,2025-12-01 14:53:28.723916
479,29053,Premium,9.99,2026-01-24 14:53:28.723917
480,37517,Premium,9.99,2025-11-10 14:53:28.723918
481,8152,Premium,9.99,2025-11-21 14:53:28.723919
