click_id,ad_id,user_id,click_time
151,295,36466,2025-09-17 14:58:27.672849
152,77,22897,2025-11-07 14:58:27.672866
153,133,40769,2026-02-24 15:01:27.672875
154,216,23300,2025-12-06 15:02:27.672879
155,11,26074,2025-11-18 14:56:27.672880
156,277,29127,2025-11-25 14:55:27.672884
157,245,16432,2026-02-12 15:02:27.672885
158,86,46784,2026-02-09 15:01:27.672898
159,15,15475,2025-11-27 14:54:27.672904
160,31,49136,2026-01-31 14:57:27.672905
161,191,42627,2026-01-14 14:55:27.672911
162,146,7306,2025-10-03 15:02:27.672913
163,12,28234,2025-11-13 15:00:27.672927
164,57,44854,2025-12-06 14:55:27.672951
165,72,7164,2026-01-02 14:58:27.672955
166,101,41284,2026-02-15 15:00:27.672974
167,202,28542,2025-10-19 15:01:27.672988
168,262,40816,2026-02-27 14:55:27.672989
169,178,12030,2026-01-09 14:54:27.672994
170,175,14271,2025-11-01 14:55:27.672997
171,165,12200,2025-11-17 14:54:27.673002
172,64,19538,2025-11-29 14:58:27.673014
173,278,29677,2026-01-07 14:54:27.673020
174,209,44536,2026-02-27 15:02:27.673036
175,168,23499,2025-10-06 14:55:27.673042
176,158,33793,2026-02-16 14:54:27.673045
177,190,48198,2026-01-15 14:58:27.673052
178,55,11945,2025-10-14 14:56:27.673063
179,136,27031,2025-08-31 14:55:27.673087
180,40,6833,2025-10-30 15:01:27.673089
181,28,33150,2026-02-13 14:56:27.673091
182,151,37253,2025-10-07 14:55:27.673093
183,131,4736,2025-10-11 14:54:27.673094
184,250,38094,2026-01-17 15:00:27.673109
185,99,8308,2026-02-01 14:58:27.673112
186,296,49759,2025-10-31 14:58:27.673136
187,265,10013,2026-01-07 15:02:27.673137
188,190,21964,2025-11-04 14:56:27.673159
189,98,34306,2026-02-11 15:00:27.673160
190,244,27621,2026-02-27 14:56:27.673212
191,107,776,2025-10-28 15:00:27.673215
192,84,19709,2025-10-15 15:01:27.673219
193,167,35815,2025-11-01 14:54:27.673233
194,176,10368,2025-12-16 15:00:27.673235
195,280,16094,2025-09-26 15:01:27.673247
196,297,37536,2025-10-19 14:59:27.673259
197,105,22449,2026-01-22 14:55:27.673263
198,180,31787,2026-02-01 14:54:27.673282
199,193,47444,2025-10-30 15:01:27.673286
200,178,36358,2026-02-11 15:02:27.673288
201,247,9860,2025-10-06 14:55:27.673365
202,83,3701,2026-02-14 15:02:27.673373
203,4,25795,2026-02-23 14:55:27.673379
204,263,9104,2025-11-22 15:00:27.673404
205,159,25638,2026-02-19 14:56:27.673420
206,237,42291,2025-10-24 14:59:27.673442
207,135,30176,2026-02-21 15:01:27.673446
208,283,113,2025-10-14 14:59:27.673454
209,261,41726,2025-11-11 14:57:27.673480
210,249,45845,2026-01-18 14:58:27.673482
211,290,1384,2026-01-13 14:56:27.673503
212,109,46963,2025-12-01 14:56:27.673504
213,216,23986,2026-02-04 14:56:27.673515
214,210,30854,2026-01-05 15:00:27.673544
215,76,42696,2026-02-15 14:55:27.673546
216,291,43928,2026-01-29 14:55:27.673550
217,104,46485,2025-11-21 14:54:27.673555
218,39,34009,2025-09-14 14:58:27.673561
219,79,45649,2025-10-07 15:01:27.673562
220,47,16780,2025-12-02 14:55:27.673568
221,258,13960,2025-10-15 15:02:27.673581
222,132,45657,2025-10-14 15:01:27.673592
223,81,11740,2026-02-02 14:54:27.673606
224,141,46868,2026-01-19 15:01:27.673611
225,268,49612,2025-10-30 15:02:27.673617
226,267,6539,2025-12-28 14:54:27.673627
227,232,29338,2025-11-22 15:01:27.673634
228,122,44494,2025-10-29 14:54:27.673664
229,34,24072,2026-02-18 15:01:27.673671
230,47,9955,2025-09-19 14:57:27.673674
231,250,10510,2025-10-14 15:02:27.673680
232,218,30724,2026-01-14 14:57:27.673702
233,101,49223,2026-01-19 15:00:27.673705
234,155,38194,2026-02-13 14:58:27.673709
235,300,39272,2025-10-19 15:00:27.673746
236,149,4520,2025-10-01 15:00:27.673753
237,150,4770,2026-01-26 14:58:27.673773
238,16,16262,2026-01-12 14:54:27.673775
239,153,10030,2025-12-23 14:59:27.673777
240,12,9653,2025-10-31 15:02:27.673780
241,68,24124,2025-12-14 14:58:27.673792
242,167,30747,2025-12-09 14:59:27.673799
243,146,10045,2025-09-01 14:59:27.673847
244,147,16900,2025-11-08 14:55:27.673874
245,230,14042,2025-09-11 15:00:27.673886
246,290,31700,2025-09-25 14:55:27.673900
247,162,27881,2026-01-04 14:59:27.673934
248,144,31705,2026-01-01 14:58:27.673943
249,158,36438,2026-01-07 14:59:27.673959
250,1,47673,2025-10-05 15:02:27.673963
251,251,3470,2025-10-14 15:00:27.673964
252,227,27851,2025-12-23 15:01:27.673968
253,81,14900,2026-02-22 14:54:27.673978
254,284,16777,2025-09-09 14:59:27.673982
255,249,9191,2025-10-29 14:54:27.673989
256,210,46334,2025-11-24 14:56:27.673990
257,14,23866,2025-09-01 14:57:27.673993
258,153,34460,2025-12-23 14:55:27.673995
259,293,11439,2026-02-08 15:02:27.674014
260,96,21689,2025-11-03 15:02:27.674020
261,68,5297,2026-01-09 15:02:27.674023
262,100,33434,2025-10-06 14:55:27.674055
263,137,39019,2025-09-20 14:59:27.674082
264,239,24604,2025-10-15 14:56:27.674084
265,244,36251,2026-02-24 15:02:27.674090
266,267,24310,2026-02-20 14:56:27.674090
267,161,12770,2026-02-02 14:59:27.674100
268,231,35898,2026-02-25 15:01:27.674123
269,285,8159,2026-02-21 14:54:27.674126
270,152,48211,2026-01-08 14:54:27.674157
271,216,15799,2026-01-22 14:57:27.674160
272,1,3340,2025-11-06 14:56:27.674165
273,273,15728,2025-09-28 14:54:27.674178
274,100,888,2025-11-02 14:56:27.674202
275,4,24845,2025-11-26 14:57:27.674207
276,120,45444,2026-01-05 15:00:27.674209
277,141,20206,2025-10-22 15:00:27.674265
278,27,22760,2025-10-25 14:55:27.674270
279,35,45786,2025-09-11 14:55:27.674283
280,75,3000,2026-02-18 14:54:27.674305
281,207,33811,2026-01-24 15:00:27.674317
282,121,11561,2025-12-29 15:00:27.674348
283,266,1358,2025-11-02 14:55:27.674352
284,134,39965,2025-09-30 14:55:27.674361
285,210,11764,2026-02-17 14:54:27.674391
286,148,22535,2025-12-31 14:56:27.674395
287,198,45672,2026-02-18 15:00:27.674420
288,189,48497,2025-09-04 14:56:27.674421
289,34,30134,2026-02-11 15:00:27.674423
290,252,41846,2025-09-02 15:00:27.674477
291,162,1575,2025-11-21 14:55:27.674496
292,138,22668,2025-10-05 14:54:27.674503
293,210,12770,2025-09-27 15:00:27.674512
294,132,20929,2025-09-11 14:57:27.674514
295,268,2184,2026-02-03 14:55:27.674515
296,233,47761,2025-10-29 14:55:27.674529
297,293,45008,2025-11-08 14:59:27.674536
298,176,26470,2025-11-15 15:01:27.674539
299,234,6856,2025-09-15 14:58:27.674550
300,88,46086,2025-09-08 14:58:27.674561
301,53,39118,2025-11-01 14:59:27.674566
302,139,17964,2025-10-14 14:58:27.674567
303,102,29748,2025-11-06 14:55:27.674574
304,169,38743,2025-09-19 15:01:27.674594
305,263,3277,2026-01-06 14:58:27.674600
306,223,3296,2025-12-08 15:02:27.674604
307,29,11857,2025-10-02 14:56:27.674604
308,18,31401,2025-10-29 15:01:27.674607
309,236,8651,2025-11-26 15:00:27.674612
310,257,14152,2025-11-11 15:02:27.674615
311,76,36284,2026-01-02 15:01:27.674618
312,254,39263,2026-01-30 14:56:27.674629
313,145,33417,2025-11-15 14:55:27.674635
314,273,30070,2025-11-05 14:59:27.674652
315,275,33219,2025-11-29 14:54:27.674667
316,288,12896,2025-09-04 15:01:27.674668
317,238,9226,2025-12-20 14:55:27.674671
318,145,10344,2026-01-08 14:58:27.674677
319,222,15654,2025-10-06 14:58:27.674706
320,241,27470,2026-01-17 14:59:27.674710
321,218,6413,2025-09-08 14:59:27.674724
322,186,6030,2026-01-16 14:56:27.674735
323,193,36714,2025-10-24 14:59:27.674783
324,238,10528,2025-09-29 14:56:27.674786
325,80,15935,2025-10-07 14:59:27.674797
326,234,35528,2025-09-06 14:56:27.674802
327,88,33719,2025-10-03 14:55:27.674806
328,252,41685,2025-11-10 14:59:27.674809
329,87,22796,2026-02-15 15:00:27.674815
330,271,11644,2026-01-03 14:58:27.674818
331,213,28855,2025-10-06 14:58:27.674827
332,292,19865,2026-01-21 14:54:27.674831
333,139,19241,2025-10-22 15:00:27.674878
334,235,9986,2025-10-11 15:00:27.674896
335,273,27748,2026-01-29 14:56:27.674908
336,246,49139,2026-01-18 14:56:27.674909
337,58,42562,2025-09-12 15:01:27.674911
338,162,1713,2026-02-06 15:02:27.674924
339,211,31069,2025-11-26 14:54:27.674935
340,92,3823,2026-02-24 14:54:27.674939
341,113,8655,2025-11-19 14:57:27.674949
342,13,4887,2026-01-02 14:54:27.674982
343,55,23217,2025-10-22 14:55:27.674985
344,57,23315,2025-10-05 14:54:27.675033
345,175,40768,2026-01-12 14:58:27.675034
346,55,4270,2025-09-07 14:55:27.675034
347,215,25989,2025-09-25 14:59:27.675076
348,37,25468,2025-12-13 14:54:27.675079
349,16,9607,2025-11-29 14:55:27.675085
350,162,24111,2025-09-30 14:55:27.675098
351,207,22322,2026-02-14 14:54:27.675128
352,276,23549,2025-11-17 15:01:27.675138
353,116,19074,2025-09-14 14:56:27.675156
354,187,20576,2026-01-24 14:59:27.675175
355,44,14469,2026-02-16 14:55:27.675208
356,266,39625,2025-11-22 14:54:27.675217
357,278,14840,2025-09-12 14:57:27.675239
358,149,9478,2026-01-04 14:59:27.675259
359,281,9435,2025-09-23 15:02:27.675260
360,69,21326,2025-12-10 14:56:27.675286
361,46,14742,2025-12-26 15:00:27.675295
362,265,45712,2025-11-12 15:02:27.675297
363,160,30538,2025-10-18 15:00:27.675310
364,217,22293,2026-02-06 14:55:27.675350
365,80,36153,2025-10-05 14:59:27.675355
366,94,27732,2025-11-08 14:54:27.675362
367,272,21894,2025-11-18 14:54:27.675366
368,103,32194,2025-10-31 15:02:27.675382
369,208,4556,2025-12-03 15:02:27.675403
370,261,34566,2026-02-02 15:02:27.675406
371,22,15074,2025-12-07 14:59:27.675407
372,35,9685,2025-11-09 15:01:27.675417
373,173,33757,2025-12-02 14:58:27.675418
374,49,3839,2026-02-23 14:57:27.675419
375,215,40149,2025-12-29 14:57:27.675420
376,42,23774,2025-10-29 15:01:27.675422
377,282,22756,2025-12-08 15:01:27.675449
378,74,15874,2026-02-03 14:57:27.675471
379,218,47606,2025-09-26 15:01:27.675482
380,271,33932,2026-01-23 14:58:27.675493
381,93,32604,2025-11-15 15:01:27.675497
382,113,34319,2026-01-29 14:56:27.675499
383,91,38129,2025-11-08 14:54:27.675504
384,154,20554,2026-01-03 14:54:27.675515
385,169,17867,2025-09-27 14:58:27.675536
386,45,16315,2026-01-17 14:58:27.675550
387,252,32819,2025-10-20 14:59:27.675552
388,18,27312,2025-12-21 14:59:27.675566
389,137,1052,2026-01-22 14:58:27.675609
390,121,9407,2025-10-19 14:59:27.675612
391,151,14590,2025-11-18 14:59:27.675620
392,214,29199,2026-02-07 14:56:27.675638
393,203,34144,2025-12-23 14:55:27.675639
394,59,19611,2026-02-06 14:55:27.675641
395,147,33315,2026-02-04 14:59:27.675657
396,220,33533,2025-12-16 14:54:27.675660
397,130,6712,2025-11-04 14:56:27.675672
398,154,6810,2025-09-04 14:55:27.675673
399,42,15317,2025-09-30 14:54:27.675681
400,166,26402,2025-12-16 14:57:27.675717
401,76,17522,2025-11-18 14:55:27.675729
402,198,17910,2025-09-26 14:58:27.675734
403,167,25986,2026-02-23 14:57:27.675738
404,152,762,2025-11-10 14:57:27.675749
405,275,47110,2025-12-10 15:00:27.675752
406,136,26596,2026-01-21 14:59:27.675766
407,202,4738,2025-11-28 14:55:27.675795
408,194,39310,2025-12-01 14:56:27.675829
409,22,28168,2025-11-04 14:55:27.675830
410,8,45746,2026-02-24 15:00:27.675845
411,59,17849,2025-11-15 14:54:27.675853
412,138,38990,2026-02-25 15:01:27.675864
413,293,27213,2025-09-19 15:00:27.675868
414,130,49718,2025-10-25 14:58:27.675876
415,9,17667,2026-01-10 14:54:27.675879
416,208,13973,2026-02-08 14:55:27.675885
417,127,3246,2025-09-06 14:54:27.675904
418,207,25860,2025-10-27 14:59:27.675929
419,57,15199,2025-12-31 14:56:27.675940
420,31,21424,2025-09-13 14:58:27.675944
421,181,113,2025-09-23 14:54:27.675950
422,253,18300,2026-01-31 15:02:27.675953
423,163,19858,2025-12-29 14:57:27.675972
424,294,27026,2025-12-29 15:01:27.675975
425,50,34495,2025-11-02 14:54:27.675978
426,278,30583,2025-12-11 14:54:27.675990
427,213,12953,2025-12-02 15:02:27.675991
428,299,9060,2026-01-19 14:54:27.676015
429,14,6747,2025-12-23 14:55:27.676027
430,21,41817,2026-01-21 14:59:27.676029
431,106,11894,2025-12-15 15:02:27.676065
432,64,26851,2025-09-25 14:54:27.676070
433,158,24270,2025-10-10 14:59:27.676105
434,147,34554,2025-11-15 15:00:27.676109
435,201,8245,2025-11-16 14:59:27.676120
436,176,9027,2025-12-23 15:00:27.676150
437,232,11403,2026-02-16 14:56:27.676154
438,129,9918,2025-09-30 14:59:27.676156
439,49,29485,2025-10-04 14:54:27.676170
440,209,47587,2026-01-28 14:58:27.676182
441,41,12132,2025-12-01 15:02:27.676229
442,209,48133,2025-12-13 14:56:27.676260
443,3,36461,2025-10-22 14:57:27.676271
444,152,43233,2026-01-24 14:59:27.676271
445,9,49021,2025-09-30 15:01:27.676273
446,74,12394,2025-10-06 15:00:27.676280
447,101,29350,2025-12-21 14:59:27.676304
448,238,7182,2025-09-12 14:56:27.676339
449,260,41232,2025-09-09 14:56:27.676351
450,109,34547,2025-10-20 14:57:27.676353
451,167,42735,2025-11-17 15:02:27.676382
452,98,36687,2026-02-04 15:01:27.676383
453,57,7939,2025-11-07 15:01:27.676392
454,161,30175,2025-10-09 14:59:27.676407
455,235,30654,2025-11-10 14:56:27.676417
456,123,43974,2025-09-05 14:55:27.676461
457,260,35327,2025-11-17 14:59:27.676469
458,218,39556,2025-12-21 14:57:27.676472
459,94,27399,2026-01-01 14:56:27.676473
460,103,12479,2025-10-05 14:59:27.676478
461,51,49074,2026-02-22 15:00:27.676498
462,51,35323,2026-02-04 14:59:27.676500
463,229,27909,2025-10-26 14:59:27.676516
464,67,48415,2025-09-18 14:56:27.676528
465,108,32687,2026-01-15 15:00:27.676542
466,100,9573,2025-09-30 15:00:27.676550
467,288,8553,2025-09-02 14:57:27.676557
468,111,28461,2025-12-11 14:56:27.676559
469,260,37409,2025-09-20 15:02:27.676572
470,286,16870,2025-10-21 14:59:27.676580
471,135,9842,2025-11-14 15:01:27.676581
472,109,45564,2026-01-21 14:59:27.676595
473,294,41799,2026-01-31 14:56:27.676597
474,87,11741,2026-01-21 15:01:27.676641
475,29,3670,2025-11-18 14:55:27.676662
476,127,23326,2025-09-28 15:00:27.676665
477,95,7829,2026-02-18 14:55:27.676715
478,10,41496,2026-01-07 14:58:27.676719
479,174,42737,2026-01-12 14:59:27.676732
480,183,21723,2026-01-02 14:58:27.676746
481,197,43893,2025-09-09 15:01:27.676761
482,28,42403,2025-12-04 15:01:27.676762
483,228,15636,2025-11-17 14:55:27.676775
484,214,44492,2025-09-29 15:00:27.676787
485,76,22173,2026-02-20 15:00:27.676811
486,29,6696,2025-11-15 15:00:27.676814
487,286,6125,2025-10-29 14:54:27.676822
488,238,20320,2025-09-05 15:00:27.676827
489,101,43666,2025-10-16 14:57:27.676855
490,131,5424,2025-12-01 14:57:27.676867
491,290,11764,2025-09-15 14:59:27.676871
492,55,393,2025-12-10 15:00:27.676893
493,60,30241,2025-11-12 14:59:27.676894
494,239,28796,2025-12-12 15:01:27.676933
495,99,3529,2025-12-04 14:57:27.676950
496,287,28614,2026-01-17 14:59:27.676966
497,177,36284,2026-01-10 14:55:27.676977
498,37,45778,2025-09-11 14:55:27.676978
499,152,23342,2026-02-09 14:58:27.676999
500,268,18753,2026-01-21 15:02:27.677000
501,154,49387,2025-11-01 15:02:27.677022
502,93,40639,2025-10-04 14:58:27.677032
503,74,39993,2025-11-13 14:56:27.677033
504,214,42425,2025-10-01 14:59:27.677039
505,195,17864,2025-09-18 14:57:27.677077
506,187,17825,2026-01-01 14:59:27.677094
507,169,1512,2026-02-24 14:59:27.677110
508,227,41661,2025-09-23 15:02:27.677117
509,179,27012,2025-09-28 15:01:27.677149
510,88,14586,2025-12-30 14:59:27.677154
511,67,14025,2025-11-27 14:55:27.677168
512,37,32273,2026-01-29 14:58:27.677172
513,151,13325,2025-09-30 14:59:27.677178
514,189,31026,2025-11-28 15:02:27.677179
515,241,45014,2025-09-20 14:55:27.677187
516,93,40808,2025-09-04 14:57:27.677192
517,74,36432,2025-11-21 14:59:27.677204
518,153,22922,2026-01-19 14:56:27.677227
519,64,31489,2026-02-20 15:01:27.677271
520,179,18997,2025-12-08 15:01:27.677275
521,170,36459,2026-01-12 14:57:27.677287
522,4,38028,2026-02-11 14:58:27.677336
523,226,33771,2025-12-29 15:00:27.677347
524,193,43053,2025-10-17 14:57:27.677351
525,193,25773,2026-02-02 15:00:27.677364
526,104,29830,2025-10-04 14:59:27.677366
527,1,34702,2025-09-09 14:55:27.677370
528,291,3075,2026-01-31 14:59:27.677381
529,200,25859,2025-12-11 14:57:27.677396
530,24,27455,2025-11-16 14:57:27.677410
531,177,10127,2025-09-02 14:57:27.677420
532,77,30934,2026-02-07 14:58:27.677430
533,22,33708,2025-12-10 14:57:27.677435
534,78,39582,2026-02-25 15:02:27.677451
535,48,15374,2025-11-30 14:59:27.677452
536,224,3416,2025-12-11 14:57:27.677486
537,14,3582,2025-10-27 14:54:27.677510
538,16,11343,2025-10-16 14:59:27.677537
539,191,31661,2025-09-26 14:58:27.677539
540,97,8316,2025-09-04 14:59:27.677545
541,276,44723,2025-12-31 14:54:27.677553
542,205,26554,2025-09-12 14:56:27.677560
543,65,23028,2026-01-12 15:02:27.677584
544,216,7651,2025-11-07 14:55:27.677594
545,42,25836,2025-10-19 14:58:27.677600
546,93,7196,2025-10-23 14:57:27.677605
547,265,36807,2025-09-22 15:01:27.677612
548,153,11807,2025-10-05 15:01:27.677622
549,161,48168,2026-02-16 15:02:27.677625
550,211,16149,2025-10-30 14:56:27.677635
551,112,13525,2025-12-16 14:57:27.677645
552,163,30285,2026-01-04 14:54:27.677676
553,98,23829,2025-09-13 14:56:27.677700
554,8,40308,2025-10-21 15:00:27.677705
555,113,14791,2025-11-19 15:00:27.677710
556,72,1818,2025-10-19 14:57:27.677723
557,151,26257,2025-12-08 14:58:27.677736
558,170,26091,2025-10-12 14:59:27.677739
559,71,22676,2026-01-09 14:54:27.677748
560,215,4591,2025-12-05 14:56:27.677763
561,157,17539,2025-10-17 14:55:27.677771
562,299,7761,2025-09-23 15:00:27.677773
563,232,3264,2026-01-06 14:59:27.677794
564,40,41535,2025-10-14 15:00:27.677801
565,77,3077,2026-01-22 14:56:27.677815
566,23,9422,2025-10-27 14:59:27.677847
567,195,20088,2026-02-11 14:59:27.677850
568,127,11221,2026-01-16 15:02:27.677858
569,215,29446,2025-09-25 14:59:27.677899
570,232,20813,2026-01-05 15:00:27.677904
571,172,40382,2025-11-28 14:59:27.677909
572,263,46154,2025-09-07 14:55:27.677912
573,275,11058,2026-02-22 14:58:27.677920
574,207,20355,2025-09-11 15:00:27.677949
575,293,24932,2025-10-10 15:00:27.677951
576,171,2420,2025-12-11 14:54:27.677966
577,5,28304,2026-02-25 15:02:27.677977
578,156,26881,2025-10-09 14:54:27.677985
579,164,48763,2025-09-15 15:00:27.678004
580,244,2392,2026-02-14 14:59:27.678019
581,281,23517,2025-10-11 15:01:27.678040
582,158,33550,2025-10-29 15:00:27.678055
583,192,24673,2026-01-02 15:00:27.678056
584,153,8374,2025-12-26 14:57:27.678057
585,80,13591,2025-09-16 14:56:27.678061
586,85,2586,2025-12-21 14:56:27.678068
587,157,48356,2025-09-21 15:02:27.678072
588,196,23187,2026-02-27 14:55:27.678079
589,255,45762,2025-09-09 14:56:27.678082
590,63,19436,2025-09-03 15:00:27.678087
591,245,12736,2025-09-13 14:54:27.678100
592,51,23394,2025-10-03 14:54:27.678107
593,184,30431,2025-09-29 14:55:27.678129
594,12,28010,2026-01-07 14:55:27.678133
595,280,37358,2025-09-30 14:54:27.678149
596,297,26281,2025-09-21 15:01:27.678154
597,164,47872,2026-01-22 15:01:27.678168
598,107,27635,2026-01-08 15:01:27.678195
599,13,39997,2025-10-13 14:57:27.678200
600,66,17161,2025-10-12 15:00:27.678203
601,261,10990,2026-01-01 15:02:27.678205
602,160,20245,2026-02-24 14:55:27.678212
603,15,4280,2025-10-25 14:58:27.678275
604,259,38901,2025-12-13 14:58:27.678296
605,248,49385,2025-11-08 14:54:27.678305
606,299,6937,2025-09-14 14:58:27.678363
607,258,42071,2025-11-27 14:56:27.678372
